review,sentiment
"So there's an old security guard and a guy who dies and then there's KEVIN, the world's biggest wuss. Kevin wants to impress his incredibly insensitive, bratty, and virginal girlfriend AMY. As he returns from work to... a random house... he finds his ""friends,"" the sexually confusing red-shorted KYLE and the truly revolting sluttish DAPHNE. They are soon joined by Daphne's boyfriend, the trigger-happy sex-crazed macho lunkhead NICK. And there's the title creatures, horrid little dogeared puppets who kill people by giving them their heart's desire. Kyle's heart's desire is to mate with a creepy, yucky woman in spandex. Nick's heart's desire is to throw grenades in a grade school cafeteria-- I mean nightclub. Kevin's heart's desire is to beat up a skinny thug with nunchucks. Amy's heart's desire is to be a disgusting slut. Daphne's already a disgusting slut, so she doesn't have a heart's desire. Along the way a truly hideous band sings a truly odd song. The hobgoblins randomly go back to where they came from then blow up. ""Citizen Kane"" cannot hold a candle to this true masterpiece of American cinema.",negative
"I like this film for several reasons. I have a soft spot for films about intricately plotted criminal plots like TOPKAPI. I also enjoy films (like TOPKAPI and BIG DEAL ON MADONNA STREET) that spoof the the genre. One of the best ones is DISORGANIZED CRIME.<br /><br />Corbin Bernsen has met four cons over the years, and he decides they can all be useful in a bank robbery he is planning in a small Montana town. But he hasn't given any details on the crime to the fellows, nor do they really know each other at all. Shortly after he sends for them Bernsen is arrested by two New Jersey policemen (Ed O'Neill and Daniel Roebuck) whom he escaped from before and have a warrant to bring him back. While he is in their custody the four cons (Fred Gwynne, Lou Diamond Philips, Ruben Blades, and Will Russ) show up without a clue about why they are there except that Bernsen was planning something. <br /><br />The first twenty minutes of the film deal with the four cons slowly getting used to each other, with Gwynne and Philips managing to push away their own suspicions to figure out they have to trust each other. At the same time we see Bernsen patiently waiting for the right moment to escape from O'Neill and Roebuck again - not too difficult as they are not the brightest bulbs who ever existed. The result are two sets of plots that will keep juxtaposing against each other throughout the film: the four cons trying to figure out what Bernsen's scheme was, and how to put it into operation, and Bernsen trying to maintain his own freedom from his pursuers and regain his cabin (and hopefully find his gang there for him to take command of). There is also a third, smaller, plot involving the growing annoyance and anger of local Sheriff Hoyt Axton against the idiots from New Jersey who keep getting into his hair.<br /><br />There are many delightful moments in the film, such as Axton, egged on by O'Neil and Roebuck, into surrounding a house in the town that Bernsen is supposed to be hiding inside of, and yelling (through a megaphone, ""Come out, we have you surrounded!!"", only to have the scene switch to a huge, Montana plain that Bernsen is struggling and stumbling through miles from where the police think he is at that moment. There are moments of misadventures by our four cons, who fortunately put the oldest (Gwynne) into leadership position. This does not always guarantee anything. At one point their car won't start, and they have to thumb a ride by truck. Unfortunately it is a truck carrying manure.<br /><br />The conclusion with the gang successfully carrying out the robbery, including disabling all the police cars at the critical time (Philips specialty is cars) is also a gem of timing, suspense, and comic results. The film is very entertaining, and certainly worth watching.",positive
"Yet another version of mother of all gangster flicks-the Classic ""Godfather"" and yet another case of over-hype due to media circus. Sarkar, the 13th Hindi film of Ram Gopal Varma as director is also the weakest in his Underworld trilogy including the other two being the excellent-Satya and Company. The Charisma, the magnetic persona of the two Bachchans playing father-son duo on screen for the first time is definitely a treat to watch out for. Not just strong performances but their perfect chemistry is the biggest scoring point here for which Varma should be applauded. However, the same equation of the duo is missing with the other characters in the film. Reason-the other characters look more like cardboard caricatures esp. the villains represent the typical Bollywood baddies. A character who attracts attention is elder son played by Kaykay but again not able to hold due to half-baked characterization. . The Drama and conflict is brought alive by the excessive use of Close-shots, which brought a claustrophobic effect rightly needed to construct an ambiance. The haunting Score (Amar Mohile) and the sound design (Kunal Mehta, Parikshit Lalwani & Anup Dev), together with dark, murky background overlapped by shinning powerful images (camerawork by Amit Roy) contributes to Visuals so typical of Ramu's style. But there is an overuse of Music though fortunately no songs are there in the film. But can interest of today's ""intelligently growing"" audience be sustained just on shoulders of two performers and strong Visuals ? I don't think so. Surely, audience ""maangey more"" and here film fails to deliver. In any adaptation, in order to add a new dimension, the biggest pre-requisite is the Screenplay, which is sluggish here not being crisp at places, and therefore the pace slackens quite often. What finally audience is subjected to is a highly predictable, very commonplace drama with very little surprise elements. Top Stunt director Allan Amin Ghani is also not in his best form. Some scenes which require a different treatment includes- a Minister is talking foul about Sarkar and the son is overhearing; a very amateurish shoot out in the jail on Sarkar, Sarkar Jr. escapes from the clutches of his enemies, a Son easily motivated to kill his own father, a son is secretly entering his father's room to kill him, a police commissioner slapping Sarkar Jr-all this requires a more realistic, hard-hitting approach which is the back-bone to create the required conflict. The dialogues are weak for eg. look at an amateurish line where a CM says to Sarkar Jr. ""Wo jo Police Commissioner tha na usay maine hata diya"".. The women folk take on Sarkar's working is completely ignored. The uninterrupted negotiations about criminal activities while Sarkar is with his family also look slightly out of place In fact, the film follows a graph quite similar to Ramu's own production-Ab Tak Chhappan. In depicting the battle between good and evil, the other side of life-the law, police, administration, politics is completely ignored. Certainly, more is expected in content. Here the film definitely falls short and could not rise above an average fare. Dear Ramu, agreed that now you are laughing your way to the bank, you definitely need to take some drastic overhauling measures in your film production factory, before it is too late.",negative
"I saw this movie with the intention of not liking it. I sure didn't. It's one of those movies that seems to have been made exclusively for the Oscars: music throughout the film in almost every single frame, almost no profanity, set in a time long gone, sepia-toned imagery, pretentious title, NO SEX, and a genius that explains everything he thinks and concludes in sfx/cgi so that we (the stupid audience) get it. One thing that amused me though is the fact that they spelled the NOBEL PRICE WRONG! Instead they call the Nobel-price (named after an actual person called Alfred Nobel) 'the noble-price'.. Jesus! How can one make such a mistake in such a big production, supposedly based on a true story. What a sham! What were you and the others thinking RON?",negative
"In ""Hoot"", a new kid arrives to Florida from Montana. He first faces the usual problems of blending in and dealing with the local bully. Soon, though, he becomes aware of a bigger problem: a franchise restaurant chain is trying to build a site in the town, right where a number of burrowing owls live. This movie has the look of a family film, but it is pretty more radical than it seems, as it shows sympathetically how Roy and a couple of friends do not shy away from lawbreaking (including vandalism of private property and briefly kidnapping the manager of the chain of restaurants) in the name of environmentalism (to save owls, no less). Now, one might agree or not with those actions, but at least the movie has the courage from not shying away from its convictions. A good, solid film, all in all.",positive
"Strangeland seems to have a love/hate relationship with many of its viewers. I personally loved the movie, and everything about it.<br /><br />The acting in some places could be improved upon, but the filming adds to the atmosphere where the acting can't. In some areas, the dialogue is a bit cheesy and over dramatic, but really, what do you expect from the late 90s? Over all, Dee did an amazing job in writing what I believe to be one of the most terrifying thrillers I've ever seen. It plays on the fears of many age groups--adult, parents, and children. Every parent fears that their children will get too involved with chat rooms and will meet strangers from the internet. And it *does* happen in the real world. And every child and adult fears being kidnapped and tortured against their will; that happens too in the real world. Which is what makes this movie such a sensitive subject for many.<br /><br />My only warning is if you *know* you are sensitive to things such as strong violence, visible torture, and gore, then you do *not* want to see this movie. If you are unsure about if this movie will entertain you, then read as many reviews as you can, ask people you know who have seen this movie, and be prepared to turn the movie off at any time should you become disturbed.",positive
"    Film auteur Stephan Woloszczuk explores the depths of love, passion, and brotherhood and the devastating results of loss in his latest film BLINDSPOT.<br /><br />BLINDSPOT'S diegetic world is exploding with suspense and takes the audience on a twisting  journey to the core of the human soul.  As a director, he manages to draw the human spirit from the performances of his actors.   With superb editing, especially in the flashback scenes and beautiful cinematography, BLINDSPOT is a thought provoking suspense from beginning to end.  A thriller which leaves much to the minds' eye.<br /><br />What an  astounding accomplishment for Stephan Woloszczuk.<br /><br />  Cheers Stephan! Angela Sander",positive
"It's hard for me to assign the ""fair"" number of stars to this film, but I settled on 8 because of its high production values and what was, in 1968, an innovative approach to the war film. Remember too that I haven't seen it since 1969. But it did make a strong impression.<br /><br />The Long Day's Dying must be one of the most vivid antiwar films ever made. It achieves this simply by portraying in extremely realistic terms the actions of a handful of soldiers in Northwestern Europe in 1944-45. No film before this one showed war at the infantry squad level with so much brutal detail, and all in a coldly dispassionate way that lets the actions speak for themselves. There is no preaching, no sentimentality, no comic relief, no complicated scenarios.<br /><br />Unfortunately, there's no subtlety either. Partly because of their situation - trying to stay alive - the characters come across as flat, familiar cliché's. As ""entertainment,"" the film doesn't make it, though it was clearly not intended to ""entertain."" It was intended to slug you over the head with the misery and horror of World War II and modern war in general. This was twenty years before Platoon and thirty before Saving Private Ryan, both of which are far more ""watchable"" films. Here the flat and generally disagreeable characters, the lack of an actual plot, and the realistically unpleasant images (including what may be the first on-screen vomit in theatrical history) make the film hard to sit through, though it is only 95 minutes.<br /><br />So, 10 stars for production and realism, 4 stars for the feeling you'll have when it's over, a bonus star for having its heart in the right place. Average: 8.<br /><br />Like Carl Foreman's underrated ""The Victors,"" an equally downbeat but more interesting and thought-provoking film, The Long Day's Dying seems not to be on DVD. Why not? Both films have been on cable a number of times.",positive
"Why this movie has all but disappeared into obscurity is an absolute crime. ""Conan"" is perhaps the only Sword and Sorcery movie better. The brutal violence, cool character designs, and good pacing, make this one of the best fantasies around. It is certainly the greatest animated movie aimed at a more adult audience that I have ever seen. This is not similar to Bakshi's usual frenetic style. It's quite a departure for Bakshi, and in my opinion his best work. I hope that this film gets the recognition it deserves.",positive
"I was very surprised how bad this movie was. Nice cinematography and beautiful landscapes can only take the movie so far. I was hoping for a rerun of Hero, but this is much, much worse.<br /><br />This movie is why kung fu movies got a bad reputation in the first place. No believable characters (even within the cartoonish world of kung fu movies, these characters are ridiculous), virtually no plot, and ridiculous story twists.<br /><br />This movie is so boring and so frustrating because it reminds you of trying to play a make believe game with a child. Every time you think your silly battle makes some sense, they invent another ridiculous twist that makes no sense (""Ah ha, you only think you've got me with your super powers and 10,000 ray guns, but I ate my vitamins laced with plutonium and teflon, so your ray guns don't work and I'm invulnerable to your super powers....tap tap no trade backs infinity PLUS one."") Children can continue with this lunacy, because they don't really care whether anyone is listening because they are having a fun time. However, for the VIEWER, especially the adult viewer, this long movie is worse than a bout with bad gas.<br /><br />SPOILERS AHEAD Note to kung fu movie makers, (a) if you have a knife in your back it hurts unless you are on PCP, in which case your kung fu is not strong, (b) if you repeatedly fall on your back, which has a knife in it, it will hurt more and do more damage, unless it is a fake prop, (c) when you get stabbed in the heart with a knife, you die, especially in ancient china where there isn't a Kaiser Permanente around the corner, (d) kung fu fights don't last for hours while 3 feet of snow falls, and (e) sometimes it is worth while explaining your characters and their motivations.<br /><br />In any event, go watch Hero again, because at least within its own little world it is comprehensible.",negative
"In one of the best of Charlie Chaplin's lengthier short films, he places the Little Fellow in the trenches of WWI, where he brings his intolerable politeness and endless patience to the drudgery of trench life, where troops lived for months at a time before finally going over the top to overtake the enemy, and usually to their deaths. It takes someone of Chaplin's skill as a comedian to make something as dreary as trench warfare into such a brilliant comedy, but the irony that he uses in the film makes even the most uncomfortable conditions highly amusing.<br /><br />Like all of the best of Chaplin's films, short films and otherwise, this one is packed with brilliant and memorable scenes, such as the scene where he marks off kills with a piece of chalk on a board in the trench, erasing one when he gets his helmet shot off, the scene where he and his fellow soldiers are sleeping underwater, the opening of the beer bottle and lighting of the cigarette, and of course, the overtaking of the enemy. All of these scenes are show-stoppers, reminiscent of the most wonderful Chaplin scenes. This one should not be missed!",positive
"This is a wonderful movie in a lot of ways. Everyone in my family enjoyed it. The animation is excellent and easily demonstrates that there are plenty of producers who create films that are as visually brilliant as anything that comes from the Disney Studio.<br /><br />One difference from the normal Disney fare is that this Dreamworks movie does not feature some wise-cracking side kick for comedy relief. And, there are no sudden moments where the characters break into song. I am sure that a scene at the beginning of the film would not appear in a Disney picture: the birth of Spirit. But it is done tastefully and is not offensive at all. ""Spirit"" was a great breath of fresh air. Don't get me wrong. I have loved Disney for years and will continue to do so. <br /><br />""Spirit"" is another example of great animated fare. As soon as it was over, my kids wanted to watch it again. I had the same feeling. I thoroughly recommend it.",positive
"And obviously I didn't see it! <br /><br />But looking at the cast and seeing that Doug Masters is back from the dead, I know now to avoid this like the plague! I hate it when Hollywood, producers, writers, directors or all of the above think that audiences are stupid that they're not going to catch continuity errors. A supposedly dead Doug Masters returning is a big giant one, won't you say?<br /><br />And I can't believe that someone like Louis Gossett, Jr. would return for something like that.<br /><br />Did Jason Gedrick really decline this? Well, I hate to say it, but even if he took the role again, it would have still had that same continuity error. I bet (if he really turned it down), he must have been incredulous seeing that his character died in the second film.<br /><br />I'll probably catch it by accident on a late night air on some channel, but no way am I going to rent this or buy the DVD!",negative
"Expecting to see another Nunsploitation movie with a mean Mother Superior abusing and torturing her charges, Flavia turned out to be MUCH more than I had anticipated.<br /><br />It actually has a feminist storyline, though I don't think such a term existed in the era in which the movie is set. It certainly wasn't practiced. Women (and the Jews and the poor) are very downtrodden and locked into menial spots in society. Throughout the story, Sister Flavia (Florinda Bolkan) witnesses the tyranny of her time until she just can't sit there any longer and actually does something about it, albeit with disastrous results.<br /><br />The pre-credit sequence has Flavia as a young adolescent near a battlefield. She sees an injured ""evil"" Muslim soldier (one of the few still alive) and tries to assist him. Before she can, her hate-filled father beheads the soldier and waves his head in her face (great family dynamics, huh?). After this, her father forces her to join a convent where she witnesses even more injustice. Though scenes do involve violence, rape and nuns, I would consider this more of a historical drama than Nunsploitation. <br /><br />Indeed, many of the ingredients for a trashy exploitation piece are there, but the acting, camera-work, storyline and music are too good to keep it down in that level. Most ""nun"" films I've seen usually have the basic premise of: A good girl somehow winds up in a convent, where the Mother Superior is a supreme bitch that likes to whip people and/or make their lives a living hell.<br /><br />Flavia spends much of the first part of he movie passively questioning all of the atrocities happening around her. Much of her passivity is forgotten when she becomes acquainted with the strong-spirited (but slightly loony- she likes to pee outside like me, but it's a lot easier for guys) Sister Agatha. When a group of Muslims attack their abbey, Flavia and Agatha do not cower in fear like the other nuns. Their attackers actually function as their liberators (of the cruelty and near-slavery of the abbey). In fact, it is a Christian, not a Muslim invader, that impales dear Sister Agatha. <br /><br />It is Agatha's death that sends Flavia on her violent crusade against those who have oppressed her... Her father treats her like dirt. Her Muslim lover deserts her at a very inopportune time. I don't want to give out too much of the rest of the story, but be prepared to be shocked, devastated and saddened at the conclusion. This is a great film, so don't be put off by its (undeserved) reputation as a trash epic. Plus, how on Earth could a movie featuring Florinda Bolkan and Claudio Cassinelli go wrong? I am not familiar with María Casares' other works, but Sister Agatha is a hell of a character.<br /><br />I have read many great reviews of the Synapse (US) release, but I love my German X-Rated Kult DVD copy. It isn't anamorphic/16:9, but actually has a little more picture information on all of the edges than Synapse's release.<br /><br />And there are also many great, wise or funny lines of dialogue (many from Sister Agatha)<br /><br />""Why is God male? The Father, the Son, and the Holy Spirit They're all male!"" -Flavia<br /><br />""These men are afraid- look at them, Sister- Afraid their power will be taken away from them!"" -Sr. Agatha (regarding Christians fleeing after the Muslims arrive)<br /><br />""Woman, where are you going? The Moslems can do nothing to you that the Christians haven't done! Ha Ha Ha!"" -Sr. Agatha (to a group of fleeing Christian women)<br /><br />""Lord bless these Moslems- For putting fear into these pompous Christians."" -Flavia<br /><br />""Does it take the mere sight of a Moslem to make you $h!t your underclothing?"" -Sr. Agatha<br /><br />Closing message: ""Flavia Gaetani, not yet a Muslim - no longer a Christian - was punished as a runaway nun. The idea for the film came from events which occurred during the Musalman invasions of Italy culminating in what even today is remembered as THE MARTYRDOM OF THE 800 AT OTRANTO""",positive
"The Evil is about a big house where a bad spirit is foolishly unleashed to torture all inside. What a washout of a movie! There's not a single scary scene. Not one! Richard Crenna overplays a nothing role. There's some animated ghosts, a disfigurement by power saw, and a ghost-rape. After nothing special happens for almost the whole movie The Evil gets personified into...Victor Buono. Great! Where did the filmmakers get the idea that Buono is scary. He looks like he was on the bum for a guest starring paycheck to pay his liquor bill. By then its too late to turn it off, because the damn thing is over. I felt like throwing the videocassette out the window. Please avoid this junk! Hopefully it will never see the light of DVD and will fade into obscurity.",negative
"Lisa Baumer (Ida Galli) is the adulteress wife of a big businessman who inherits $1million life insurance when her husband is killed in a plane crash while on a business trip.initially she is suspected of being responsible as her husbands will had recently been changed and so she has an insurance investigator Peter Lynch (George Hilton)and an Interpol agent on her tail just to be sure. Baumer travels to Athens, Greece to cash in her inheritance, but insists on having it in cash...a dangerous turn of events. Lynch who's identity is now known to Baumer tries to protect her against a lover of her husband Lara Florakis who nevertheless along with her henchman Sharif tries to kill them both for a share of the money that she deems she is entitled to. And this is where our Masked killer starts his/her brutal killings. Lynch as is customary with our hero is at first suspected by the Greek Police and is warned not to leave Athens by Police Inspector Stavros(Luigi Pistilli a familiar face in Giallo and Spaghettis). Lynch is then aided by the gorgeous Cléo Dupont (Anita Strindberg) a local journalist who helps him investigate the killings.To say any more could ruin the film for anyone who has not seen it, so suffice to say there are enough red herrings and most of them plausible to keep Mystery/Thriller fans happy in this story driven Giallo.The No Shame DVD has a superb transfer with both English and Italian soundtrack. It also has a very catchy score just for good measure by Bruno Nicolai that will stay in your head for a while....all in all a first rate Giallo.",positive
"I'm not sure how this could have been better, so I gave it a 10. The acting was excellent - the main woman was so HOT - the chap who played Darwyn was a smouldering, pensive character who showed the inner turmoil he was suffering (the truck driver's death is one example)excellently. The storyline was believable and the series length was just about right (i.e. I love Lost, but will it ever end?). As a Brit i tend to think of Yanks as gung ho. The LAPD were in their ill advised attempts to arrest him, but the other agencies were portrayed positively. My main thought about programmes like this (and the also excellent 24) is - could it happen? Would it happen? Is it happening now? Possibly, probably.<br /><br />I hope they do another series, but after reading some of the previous comments, it would appear not.<br /><br />To summarise - If you haven't seen it, make sure you do.",positive
"What is there to say about an anti-establishment film that was produced in a time of such colourless void, social indifference and authoritarian contentment. Cassevettes first major independent film was not an instant box office success and still has not received the critical attention it deserves. I draw comparisons to this wave of American independent projects consisting of such 'Beat' filmmakers as Robert Frank and Harry Smith with the burgeoning scene emerging in Paris in the late 1950's known as the French new wave.<br /><br />They discussed poetry and philosophy and vulnerability at a time when the rest of the culture was obsessed with rediscovering American cultural supremacy; even at this stage this peculiar, highly spontaneous brand of filmmaking fought against the establishment of such political lexicons and bigots that held the development of the arts in check in the mid twentieth century.<br /><br />Cassevettes film examines race relations and portrays man as weak in the face of love because we, as a culture, are blinded by our own race bias and prejudice. The great element to most of Cassevettes work is that his films have almost a reversal minimalist effect; a mental reaction is evoked through subtle character relations, not so much imagery. This is why his work seems to linger because he takes a more intimate approach to defining charcters that rely less heavily on explicit actions and more upon interpretation.<br /><br />Although my favourite Cassevettes film is 'Husbands', this one is his most important.",positive
"I have some of the older videos and dvds of Dr. Who. I've played them over and over. I adore each of the ""Doctors"" for different reasons. But due to a man in the BBC hierarchy, Dr. Who was canceled, even though it was still one of the mainstays of the BBC line-up. With the departure of Sylvester McCoy, the Doctor stayed alive through the fans. BBC graciously allowed fans to write books, and cartoons. The momentum of Dr. Who has been steady even after 1989. Then they took a chance with Paul McGann. The movie was flawed, but it gave the BBC an idea of what we wanted. In 1999, the ""man"" was gone and the newbies at the BBC felt it was time to bring the Doctor back. It was a complete success. Here in America, the Sci-fi Channel took a chance and it has become a complete success as well, although the writers were having to start over and explain the Dr. Who mythology for new viewers. It is incredible to me that they have done it. In Season 1, staring Christopher Eccleston with Russell T. Davis as lead writer, and Phil Collinson as producer, the Doctor has come back to us and in each episode we learn more about who the Doctor is. The Doctor Who universe has always been about ""Choice"", ""Love"" and ""Sacrifice"". This is what they provided. It makes me want more and it saddens me that Mr. Eccleston has chosen to leave the show. My first Doctor was Doctor no. 3, Jon Pertwee's Doctor. Mr. Eccleston needn't worry about his position in the Dr. Who universe. It is as solid as the rest. He is the 9th Doctor. I didn't know of Mr. Eccleston prior to his performance in Dr. Who, but I do now. I wish there was some way, he could know, there is push out in the Dr. Who fan community to find his other work and enjoy it. We have already seen that he is a great actor.",positive
"A very credible and unsettling movie portraying the effects of war on the general public, Shame gives us a chilling understanding oh Ingmar Bergman's beliefs. The absence of color and sound (as in a soundtrack) helps to give the film a more realistic feeling. There is no soft or hard lighting or a variety of camera angles to give the story a charming or dramatic effect. Everything is very simply portrayed as it would be in reality. At times the storyline was confusing, but perhaps in order to give a sense of the characters' frame of mind  how they too do now know what is happening or why. The simplicity of the film made it somewhat boring, but I could understand how the director is trying not to glamorize the story and points. He depicted the harsh and unsettling events and effects of war. In the beginning the characters were introduced and shown as content with the lighter settings and very long, drawn-out shots. When all of a sudden the war struck upon them, they were much darker and quiet with less intimate shots. Bergman did a good job on allowing us to be consumed by the war ourselves and presenting an image of it the so adequately corresponded to war. Although the storyline itself was not too impressive, the content of the film was.",positive
"Small SPOILERS alert !!!<br /><br />Good movie...VERY good movie. And I'm surprised to say that myself, because I'm not a big fan of vampires and the sound of the director's name Deran Serafian usually means bad news. Most of his films are below average action movies like Death Warrant and Gunmen. This was one of his first films and maybe he should have continued making horror movies instead of action. This movie really fascinated me. Good accomplishment, seeing no famous actors or big budget was involved. It really is the story that keeps you focused. Especially fans of the original Dracula myth will be satisfied. Sarafian lights up another aspect of the famous Bram Stoker story and remains rather loyal and true to the truth. It explains the life of the Roemenian Count Dracula and how he scared the Turkish army away by spearing dead corpses in front of his castle. Of course, that's where the reality and the ""based on a true story"" stops. The blood drinking and stuff all was invented by Bram Stoker.<br /><br />In this movie, the count ( Vlad Teppish) emigrates to the USA and seduces tons of woman. And they're all pretty girls, I'll give him that. Overall, good acting by unknown faces, enough blood and gore to satisfy the more morbid horror fans and an interesting storyline. This film is really unknown and it was hidden on the darkest shelf at my local videostore. But it certainly is worth cleaning up the dust on the cover and put it in the VCR. Heck, it's a lot better than the famous Nicole Kidman movie with the same title. These two films have nothing else in common, but I blame that movie for stealing the attention away from this nice little picture. Check it out...my humble opinion on To Die For = 8.5/10",positive
"It seems on the surface to be a romantic _planes, trains and automobiles_ but at times tried for something more, where it failed miserably. Some may like the nontraditional ending, but the attempts at ""deep insight"" into the world of marriage flopped around not really going anywhere.<br /><br />But if you were interested by the story, the movie tried other methods to distract you. The unnecessary special effects, of which the falling rain was the most obvious, served to do nothing but annoy. The camera-work is erratic at best.<br /><br />One note of caution, however. My movie experience as a whole was less than satisfying, sitting in the first row with a group of young'uns around...",negative
"This movie will undoubtably not go over well with some, because most of the horror is mental. But it does have a little something for almost everyone, including a couple of really cool abduction scenes with aliens. The film makes extensive use of alien abduction mythology, while also showing a bit more intelligence about some facets of abduction myths than you would expect out of a movie. Jillian McWhirter is excellent in what had to have been a grueling performance.",positive
"Cliché-ridden story of an impending divorce - or is it? - through the eyes of a 6 year-old child. Corny dialogue, cardboard characters, stock situations, a red herring zombie sub-plot and, worst of all, absolutely no payoff, either emotionally or dramatically.<br /><br />Does no-one teach creative writing any more? The true sign of a weak storyteller - when you cannot create any kind of satisfying denouement - just end the story. I'm compelled to ask, ""what made you think this was a story worth telling in the first place!?"" <br /><br />Good, but wasted, debut by child actor Anthony De Marco - the rest of the cast was, at best, forgettable. And they wonder why no-one watches indie films! This is ninety minutes of my life I will never get back.",negative
"this film is absolutely hilarious. basically, the plot revolves around a serial killer being somehow turned into a snowman through some B-movie chemical accident. he then heads for town and starts terrorising the locals. its up to the local police chief and some other characters to try and stop him. its made on a wee budget and it certainly shows, but the great thing about this film is it knows that its rubbish. the improvisations of Styrofoam and polystyrene mimicking the giant killer snowman are classic, and this is clearly the intention - its one of the few films that has its budget as its main selling point. alongside the comic tackiness there are some other great comedy moments - listen out right in the beginning for the voice over of a dad scaring his kids to death, and the funniest rape scene ever committed to film. fantastic tacky fun",positive
"Weak plot, unlikely car malfunction, and helpless fumbling characters. At first I thought this movie was made during the seventies, since the picture quality, as well as the storyline and drama seemed taken from an old Kojac episode. When I checked and found that it was really made as late as -97 I was astonished. This is by far one of the worst and least (thriller) movies I have ever seen.<br /><br />If you read this, be advised, if you see it you waste time when you could have done something more exciting, like watching paint dry.",negative
"If I wouldn't have had any expectations of this film, it might have received a 5 or 6. As it stands, I give it a 3. The acting is poor, the factual accuracy of the drugs it discusses is lacking, and I feel no empathy whatsoever for the characters.<br /><br />I watched 'Adam & Paul' immediately before watching this film, and I both laughed and cried on several occasions. This film did not strike even a similar chord. The directors of 'Human Traffic' may have some off-hand experience of ecstasy, but there is no demonstration of actual drug-related semantic knowledge here. In fact, I find it rather offensive and contraproductive to the strife of making current drug laws less politically oriented.<br /><br />Watch 'Requiem for a Dream' if what you're looking for is an amazing, touching film about drugs.",negative
"My summary refers to the fact that this film has 1479 votes--just 21 short of making it eligible to be on IMDb's infamous Bottom 100 list--the 100 lowest rated films on the website. With a paltry score of only 1.8, this would place the film at approximately between #38 and 46 on the list--talk about a very dubious achievement!! My score of 3 isn't that bad--but it does bring the film that much closer to the dreaded list.<br /><br />As for the film, it stars the once-cute Aaron Carter--yet another prepackaged and forgettable pop star of the 1990s. When he first broke onto the scene, he was a cute kid with some songs that appealed to pre-teens and tweeners on Radio Disney. His songs, look and image were all scrupulously groomed and created by marketing folks and did the trick--leading to some huge album sales. Unfortunately, by 2005, sales were in decline and Carter had hit his awkward stage of life--something ALL kids his age have to deal with eventually. To put it bluntly, he isn't cute any more in this film and is at a very tough stage of life. I assume now he's a gorgeous young man...but in ""Popstar"" he's no longer the heart-throb he once was. Here, he is just very normal...a death sentence for a kid in his position as a ""pop sensation"".<br /><br />Interestingly, the film has some appearances by some other ex-teen heart-throbs from the last few decades--including a roles for David Cassidy and Leif Garrett--two guys who also know what it's like to disappear from the limelight. Cassidy managed to pick up the pieces and make a niche for himself, while Garrett is a great example of a pop star whose life after stardom has been a bit of a joke. Hopefully Carter will take after Cassidy in the future and so far, thankfully, he's managed to avoid the negative publicity and court appearances of many ex-pop idols. I was far from thrilled with the film but seriously wish him best in this department. It's not his fault he was plastered across the radio and television throughout the early to mid-1990s.<br /><br />In this film, Carter doesn't exactly need to stretch himself--he plays a pop star. However, despite making millions and being adored by girls, he doesn't ""have it all"". He's quite dense--mostly because he has little interest in learning. The problem is so bad that his mother decides to no longer home school him--forcing him to go to public school. The problem, though, is that he is rather phobic about taking tests...and making the grade in school is difficult. So, he gets the idea of finding a smart girl to date--one who would naturally be obliged to help him out in school. He picks the cute but bookish Jane (Alana Austin) and pretends to really like her in a sad attempt to make this scheme work.<br /><br />This plot, by the way, isn't bad and could work even though it seems a lot like an episode of a show like ""The Brady Bunch"" or a Nickelodeon sit-com. Sure, it's predictable and you KNOW that the formula will mean that she will eventually learn his plot and be hurt AND he will eventually realize that he actually does care for her AND by the end of the film, all will be forgiven and they'll be a real couple. But, given good acting and competent direction, this could be worth seeing for his teen fans, as predictable isn't always bad. And, as it turned out, this ISN'T exactly where the plot went...but it was awfully close.<br /><br />There are a few good things I liked about the film. Seeing Tom Bosley and Stella Stevens playing Jane's grandparents was very nice--their role was quite sweet and it was good seeing them again. Also, 1970s made for TV movie star Andrew Stevens appeared in the film--it was nice to see him again--though part of me hated him, as he looks so great after all these years and I look ever bit of my 45 years! He did a fine job and it was nice seeing him in the same film as his mother (Stella).<br /><br />As for Carter, with his many prior experiences on TV, he was, not surprisingly, pretty good. While his relationship with Jane didn't seem very believable, he and Ms. Austin gave it their best. The film wasn't great, but they did try and I think most of the problems with the film were in the writing--with a better and less formulaic plot, it could have worked much better. Plus the whole ""testophobia"" angle seemed pretty contrived...and rather insignificant. Who cares if a mega-millionaire star gets anxious taking tests in school?! Overall, not a rotten film as the current rating would imply, though there isn't much here to attract a wide audience. People who grew up loving Carter probably will enjoy the film. Older folks will probably care less as well as really young people who probably haven't heard of him. For them, there is no nostalgia value in the film.<br /><br />My favorite part of the film...Leif Garrett giving Aaron advice. I felt like screaming ""don't listen!!"" but didn't!",negative
